40.419506,-3.702421,Madrid
40.655194,-4.693257,Avila
40.942965,-4.108688,Segovia
40.970879,-5.664010,Salamanca
41.277359,-3.479954,Riaza
40.040639,-6.084326,Plasencia
41.420143,-3.376240,Ayllón
40.356888,-5.524047,Barco de Ávila
40.385841,-5.764355,Béjar
41.29730575721727,-3.7492853226136305,Sepúlveda
41.13060795532274,-3.811628094216522,Pedraza
41.50163931234505,-4.999288428731409,Tordesillas
41.31055315423582,-4.913882173585588,Medina del Campo
41.05872238286021,-4.7192761533066445,Arévalo
39.862839492188854,-4.02854555643059,Toledo
40.06614971992549,-4.369818839320798,Maqueda
41.652053899383056,-4.726208221566889,Valladolid
41.68039545979036,-3.6678461805902445,Aranda de Duero
40.63788236775636,-3.1625481730657317,Guadalajara
41.00066296905194,-3.248522956265459,Tamajón
41.765792291825186,-2.4783236740780556,Soria
41.58779439387998,-3.0652012125914987,El Burgo de Osma
41.19693581416258,-2.8712611017694747,Atienza
41.648706257840146,-0.8889340945958325,Zaragoza
40.06987211706595,-2.137143462247791,Cuenca
39.86410498589793,-4.026539153620204,Toledo
38.993572463345195,-1.8600768660845242,Albacete
42.46144714101262,-2.4459154627217123,Logroño
42.344186195107945,-3.695750611208449,Burgos
41.504482067899914,-5.745547875667955,Zamora
41.08807976763505,-6.001608447700753,Ledesma
41.2316578293228,-5.497135076942579,Fuentesaúco
40.89375560221267,-4.5819272643368025,Sanchidrián
39.474314108497275,-6.371948339173207,Cáceres
38.880208489660845,-6.970938440315425,Badajoz
37.779360671561605,-3.7848158010352995,Jaén
41.617399612487134,0.6194462940865815,Lleida
42.136939137810934,-0.4086111851199936,Huesca
42.506505627058495,1.5216196651990999,Andorra la Vella
42.81158571603378,-1.6452600257830754,Pamplona
38.98504488503088,-3.9276387790686824,Ciudad Real
40.234177,-5.162082,Guisando
41.069402,-2.644014,Sigüenza
41.352352,-1.647195,Calatayud
42.062134,-1.607372,Tudela
42.166466,0.8949012,Tremp
41.993388,1.0202838,Vilanova de Meià
42.067791,1.3138165,Oliana
42.604490,0.5228744,Benasque
42.408373,0.7415902,Pont de Suert
42.248015,0.9676099,Pobla de Segur
42.356486,1.4579060,Seu d'Urgell
