#lat,lon,name
41.16484948922026,-3.5398860312702274,Cebollera
41.18368177558017,-3.467514953780737,Pico del Lobo
41.12105235774446,-3.643952292426789,Colgadizos
40.849923685561485,-3.955423205231266,Peñalara
40.24561551966175,-5.2975766506811715,Almanzor
40.26106566679724,-5.182075792700676,La Mira
41.10393606335174,-3.2557261957802255,Ocejón
